0	-0.002253
0.001	-0.00224
0.002	-0.002281
0.003	-0.002135
0.004	-0.002224
0.005	-0.002188
0.006	-0.002335
0.007	-0.002264
0.008	-0.002302
0.009	-0.002325
0.01	-0.002189
0.011	-0.002247
0.012	-0.002305
0.013	-0.002183
0.014	-0.002159
0.015	-0.002184
0.016	-0.002316
0.017	-0.002175
0.018	-0.002245
0.019	-0.00227
0.02	-0.002252
0.021	-0.002183
0.022	-0.002345
0.023	-0.002342
0.024	-0.002262
0.025	-0.002211
0.026	-0.002341
0.027	-0.002279
0.028	-0.002228
0.029	-0.002285
0.03	-0.002163
0.031	-0.002362
0.032	-0.002276
0.033	-0.002258
0.034	-0.00223
0.035	-0.002152
0.036	-0.002228
0.037	-0.002267
0.038	-0.002305
0.039	-0.00241
0.04	-0.002311
0.041	-0.002286
0.042	-0.002317
0.043	-0.002179
0.044	-0.002207
0.045	-0.002231
0.046	-0.002263
0.047	-0.00227
0.048	-0.002288
0.049	-0.002336
0.05	-0.002301
0.051	-0.002297
0.052	-0.00221
0.053	-0.002269
0.054	-0.002154
0.055	-0.002211
0.056	-0.002237
0.057	-0.00233
0.058	-0.002257
0.059	-0.002336
0.06	-0.00226
0.061	-0.002256
0.062	-0.002361
0.063	-0.002201
0.064	-0.00226
0.065	-0.002262
0.066	-0.002369
0.067	-0.002278
0.068	-0.002288
0.069	-0.002273
0.07	-0.002269
0.071	-0.00226
0.072	-0.002299
0.073	-0.002302
0.074	-0.002244
0.075	-0.002287
0.076	-0.002316
0.077	-0.002238
0.078	-0.002304
0.079	-0.002234
0.08	-0.002153
0.081	-0.002183
0.082	-0.002236
0.083	-0.002236
0.084	-0.002211
0.085	-0.002182
0.086	-0.002278
0.087	-0.00233
0.088	-0.002219
0.089	-0.002207
0.09	-0.002199
0.091	-0.002212
0.092	-0.00227
0.093	-0.002288
0.094	-0.002102
0.095	-0.002249
0.096	-0.002179
0.097	-0.002235
0.098	-0.002206
0.099	-0.002258
0.1	-0.002236
0.101	-0.002211
0.102	-0.002217
0.103	-0.00224
0.104	-0.002167
0.105	-0.002247
0.106	-0.002236
0.107	-0.002175
0.108	-0.002228
0.109	-0.002188
0.11	-0.002162
0.111	-0.002194
0.112	-0.002179
0.113	-0.002195
0.114	-0.002198
0.115	-0.002196
0.116	-0.00222
0.117	-0.002262
0.118	-0.002228
0.119	-0.002233
0.12	-0.002155
0.121	-0.002185
0.122	-0.002249
0.123	-0.002237
0.124	-0.002168
0.125	-0.002231
0.126	-0.002306
0.127	-0.002267
0.128	-0.002223
0.129	-0.0023
0.13	-0.002275
0.131	-0.002272
0.132	-0.002192
0.133	-0.002191
0.134	-0.002315
0.135	-0.002152
0.136	-0.002266
0.137	-0.002218
0.138	-0.002244
0.139	-0.002288
0.14	-0.002238
0.141	-0.002288
0.142	-0.00226
0.143	-0.002213
0.144	-0.002269
0.145	-0.002217
0.146	-0.002191
0.147	-0.002193
0.148	-0.002219
0.149	-0.002262
0.15	-0.002314
0.151	-0.002197
0.152	-0.002306
0.153	-0.002248
0.154	-0.002333
0.155	-0.002309
0.156	-0.002244
0.157	-0.002291
0.158	-0.002213
0.159	-0.002159
0.16	-0.002262
0.161	-0.002352
0.162	-0.002302
0.163	-0.002205
0.164	-0.00228
0.165	-0.002269
0.166	-0.002361
0.167	-0.002206
0.168	-0.002246
0.169	-0.002393
0.17	-0.002336
0.171	-0.002203
0.172	-0.002365
0.173	-0.002246
0.174	-0.002295
0.175	-0.002216
0.176	-0.002276
0.177	-0.002311
0.178	-0.00228
0.179	-0.002242
0.18	-0.0023
0.181	-0.002335
0.182	-0.002221
0.183	-0.002289
0.184	-0.002264
0.185	-0.002354
0.186	-0.002304
0.187	-0.002286
0.188	-0.002171
0.189	-0.002278
0.19	-0.002306
0.191	-0.0023
0.192	-0.00233
0.193	-0.00219
0.194	-0.002292
0.195	-0.002359
0.196	-0.002262
0.197	-0.002139
0.198	-0.002305
0.199	-0.002264
0.2	-0.002302
0.201	-0.00228
